ID,Username,CreateDate,Biased,Keyword,Text,Predicted
1649323258582376448,SHPS4,2023-04-21 08:04:42+00:00,1,Israel,"US Congressman Raul M.Grijalva:"" My colleagues and I are making a simple request: ensure the billions in US funding to Israel's military isn't used to kill Palestinians, violate their human rights and freedoms, or steal their land.""\n#Apartheidisrael \n#palestineunderattack https://t.co/rn4VfTD2Ig",1
1124615180820680706,crummy_trader,2019-05-04 10:02:08+00:00,1,Kikes,"Geez, the kikes are everywhere.",1
1525627443188486145,hnaz66238,2022-05-15 00:01:41+00:00,1,Israel,"@sela_meir @KenRoth ""And in East Jerusalem Israeli police stormed Abu Akleh’s home, demanding that her family and friends remove the Palestinian flag from the building."" Source: Time.https://t.co/nbAVLjd4gE  Apartheid Israeli crimes which they tried to cover up.",1
1450250755257077767,TorahJews,2021-10-19 00:01:39+00:00,1,Jews,Zionism was deemed as idol worship by all Rabbis at its inception.\n\nThe idea of Jews as a separate nationality runs against the basic tenets of Judaism\n\nJews were created with the Torah &amp; only identified with the Torah. But Zionists had a problem w that.. https://t.co/gCsumluDWi https://t.co/NA0dRuQqwP,1
1555611689063702528,saranajjam,2022-08-05 17:48:23+00:00,1,Jews,"@TheChoochNation @Deetrain90 @CoveredCallKing @Tookie13 @benshapiro U mean occupation? Yes sure, but jews in palestine? No we have no problem  with them🫶🏼",1
1263546005808611330,AsifSumerian,2020-05-21 19:03:37+00:00,1,Israel,"Across all parts of the Occupied Palestinian Territories, Israel operates a regime of systematic racial discrimination, which facilitates the continued ethnic cleansing of the indigenous Palestinian population. #PalestineWillBeFree  ??? https://t.co/qYopNXruA7",1
1248765024505671680,Yagirlpepperlol,2020-04-11 00:09:17+00:00,1,Israel,I do not support the illegitimate state of Israel,1
1393700863097589761,alemniyazi,2021-05-15 22:52:34+00:00,1,Israel,"RT @Kalemtas: @Cristiano -""Are your children alive? -If you are not Palestinian, of course they are alive. -How lucky you are that you are not Palestinian.""  -Is this what you understand from human rights?  -If not, please help to stop Israel.  Israel murdered 41 children in the last 5 days!  #HearGaza https://t.co/yPSMIbm8aj",1
1619831075798401024,GhayasM73,2023-01-29 22:53:18+00:00,1,Israel,US taxpayers’ money will not help apartheid Israeli regime survive: Iran’s Foreign Ministry\n\nhttps://t.co/Llsx7Tjykq,1
1277099460506443776,bluegh05t,2020-06-28 04:40:13+00:00,1,Israel,retweet if you agree that israel isn't a country https://t.co/IoQJNXPkM4,1
1179393834607955974,hartman_eng,2019-10-02 13:52:56+00:00,1,Kikes,"I do not look down on niggers, kikes, wops or greasers.\nHere you are all equally worthless!\n?????????????????????????????????",1
1629971798509928451,19MW98,2023-02-26 22:28:54+00:00,1,Israel,"As the previous Director of Labour Friends of Israel returns to New Labour, settlers in the illegally occupied areas of Israel embark on an orgy of violence against Palestinians. No doubt supported by apartheid paramilitaries and the IDF. What will these Blairites say of it?",1
1644945668111228928,rafios,2023-04-09 06:09:43+00:00,1,Israel,"Miko Peled, the son of a prominent Israeli general who saw firsthand the genocidal depravity of Israel: ""There is no good Zionism, it is a racist, violent ideology."" https://t.co/g2Z8koA0jG",1
1198328842588430336,plive_calmer,2019-11-23 19:53:54+00:00,1,Kikes,?? Hear me out; #randum The basis of  kikes (As of this decade) is due to the socialist revolution ? FAKE ! ?? ?? ?? ? ?? ? ? ?? ?? ? 4? ??,1
1222609422238617600,Jan_lindsay,2020-01-29 19:56:15+00:00,1,Israel,"@JoAnn54819331 @JB62154 @SexCounseling @RobertRLOCKLEA5 @dbongino @MittRomney @lisamurkowski @SenatorCollins Israel has been destroying Palestinians and stealing their land for DECADES. The USA is drilling oil in PALESTINE, thats theft! They are INVADING another country...Remember Poland?",1
1106562886778998785,Ex__Scorpion,2019-03-15 14:28:45+00:00,1,Jews,I am a Muslim. \nISIS kill me in Syria and Iraq.\nJews kill me in Palestine.\nHindus kill me in Kashmir.\nBhuddists kill me in Burma.\nChristians kill me in Afghanistan and Africa.\nAn Australian kill 50 muslims in New Zealand. \nBut still i am the TERRORIST. #NewZealandMosqueAttacks,1
1356461707451797504,monerief,2021-02-02 04:37:27+00:00,1,Jews,"@israelradioguy @zasaria @monerief @MaxBlumenthal @Cosmopolitka @TFilastin who, at the time of the proclamation of the Israeli state in 1948, were within its borders and, by virtue of a land law that applies only to them, became Israeli citizens. Reduced to the state of a minority in a society made by and for Jews, Arab citizens have in fact found",1
1568931303461998592,Ghali_Zayane,2022-09-11 11:55:46+00:00,1,Jews,"•1 Palestinians are ruled by a different set of laws, courts and prisons than Jews, who occupy ever-increasing areas of land by expropriating the homes, land, and villages of the Palestinian people.   � #FreePalestine �    •�🇵🇸���� • https://t.co/JtPMWIxrVM",1
1636120531501215747,PlinPlinPlon1,2023-03-15 21:41:47+00:00,1,Jews,"Zionists should stop using Judaism.\n\nZionism is nationalist ideology that seeks to distort &amp; exploit Judaism since 1896. \n\nJews lived peacefully in the Holy Land before Zionism.\n\nToday, 1,000 upon 1,000's of Jews in &amp; out of the Holy Land are opposed to Zionism\n\nBut Zionists… https://t.co/1Yuyz8s1yW https://t.co/U0LlVR7QoM",1
1208477713570381824,plivecalmest,2019-12-21 20:01:54+00:00,1,Kikes,"?? Nowadays, #randum The influence of kikes arguably will be (((THEM))) rawr Won't hear this on mainstream media! :( ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??",1
1538910599647834112,deirbhilesdaddy,2022-06-20 15:44:13+00:00,1,Israel,Dismantle Apartheid Israel https://t.co/xKx4yctdNn,1
1626262542526865409,yaniparis1,2023-02-16 16:49:39+00:00,1,Jews,Zionists are not 'biblical emissaries' \n\nLudicrous thought. \n\nThe Jewish people lived peacefully in the Holy Land for centuries. \n\nJews never tried nationalizing the Holy Land. Judaism *forbids* it.\n\nBut Zionists wanted to use Judaism to 'substantiate' their Gdless nationalism.… https://t.co/MNYWwk2n6b https://t.co/gtSOkdtZSo,1
1206117915952631808,plivecalmest,2019-12-15 07:44:54+00:00,1,Kikes,"?? Without a doubt, #MAGA The only thing preventing kikes conceivably is the fault of the alt-right xD Fad ? ?? ? ?? ? ?? ?? ? ? ?? ? ?? ??",1
1231328324540149761,Chris160945,2020-02-22 21:22:04+00:00,1,Israel,Israel is currently a failing state. Racist and barbaric. https://t.co/BCgWTlDSyi,1
1176532255616970757,skyguyviki,2019-09-24 16:22:03+00:00,1,ZioNazi,"�We Will Soon Pray There�: Israeli Minister Urges Jewish Settlers to Enter Al-Aqsa""- Israeli minister Gilad Erdan\n\nZioNazisrael ?????? https://t.co/tExKAgiqjQ",1
1425784447169753092,sfnub40,2021-08-12 11:41:16+00:00,1,Israel,RT @liam_jones91: A reminder that Israel is a criminal entity   #FreePalestine https://t.co/HD401wjtRD,1
1331547364406988800,mahasyed22,2020-11-25 10:36:45+00:00,1,Israel,�Our stance is very clear from day one and Quaid-i-Azam Muhammad Ali Jinnah had said Pakistan can never accept state of Israel until the people of Palestine get rights and state\n#PakistanReject_Israel\n@mahasyed22,1
1263726449007132672,Soheil_FZ,2020-05-22 07:00:39+00:00,1,Jews,"The Real people of Palestine are those Jews, Muslims and Christians who their ancestors lived there, not some travelers who were brought to Palestine and took the natives' place by force\nSo the fate of Palestine must be in the hands of those natives\n\n#Palestine\n#QudsDay https://t.co/VRvZsj6MGz",1
1204249352681787392,plive_calmer,2019-12-10 03:59:54+00:00,1,Kikes,?? RT This: #Syria The media's love affair with kikes feasibly is evidence of cucks rawr xd Rad ? ?? 5? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??,1
1178835144506933248,hartman_eng,2019-10-01 00:52:54+00:00,1,Kikes,"I do not look down on niggers, kikes, wops or greasers.\nHere you are all equally worthless!\n?????????????????????????????????",1
1345809394802581506,Thom4s_Dank,2021-01-03 19:08:58+00:00,1,Israel,"@ryannapa__ @MikkelsonsMads @BritishDeanV20 Right wingers dont boycott papers because they actually believe the bullshit inside them (like you). Israel is an apartheid state so people should be supporting palestine,There is no evidence of the left hating jews outside the daily mail,youre just repeating dail mail headlines.",1
1597301811496783873,keshawnna_,2022-11-28 18:50:02+00:00,1,Jews,"@mehdirhasan “Take note, I will make those of the synagogue of Satan, who say that they are Jews and are not, but lie—I will make them come and bow down at your feet and make them know [without any doubt] that I have loved you.� Revelation 3:9 AMP https://t.co/hnNmRyjX6m",1
1192501428465668103,ReneVRuiz,2019-11-07 17:57:50+00:00,1,Kikes,@bariweiss There are at least 109 reasons to not protect kikes.,1
1159019297433423872,Johntitor2121,2019-08-07 08:31:48+00:00,1,Kikes,Israeli Kikes Claim to Have Sullied the Moon with Disgusting Bacterial Creatures � Daily Stormer https://t.co/xt3S1qmQEO,1
1616460855863922689,IedoTox,2023-01-20 15:41:15+00:00,1,Jews,"@Yael42500724 @SaraReyi jews came form all over the world to invade the palestinians land, how should i accept that someone was born in Europe has rights in other country outside Europe more than that country's citizens themselves because he is a zionism.\n#FreePalestine 🇵🇸",1
1598383520908382209,Aidan52420511,2022-12-01 18:28:22+00:00,1,Jews,"@Yahusha_Is_King @mrst_atno38 Revelation 3:9  King James Version  9 Behold, I will make them of the synagogue of Satan, which say they are Jews, and are not, but do lie; behold, I will make them to come and worship before thy feet, and to know that I have loved thee.",1
1553990166334697479,autistleftist,2022-08-01 06:25:02+00:00,1,Israel,RT @WaitingOnBiden: Our current Democratic President/Senate/House cowardly oppose BDS against apartheid Israel.  This places them to the right of the 1986 Republican-held Senate that overrode their own President Reagan to impose BDS against apartheid South Africa. https://t.co/B6sE1tXHmI,1
1204338700152426496,k00la1d1,2019-12-10 09:54:56+00:00,1,Kikes,perverts and kikes,1
1518059417039958017,musssss_____,2022-04-24 02:49:03+00:00,1,Israel,The Truth Israel Doesn't Want You to Hear https://t.co/X6w3enqbQB,1
1215754564252598273,topcatpoet1,2020-01-10 21:57:30+00:00,1,ZioNazi,says all the evil is coming from out of NEW YORK  and CIA HQ in virginia. =ZIONAZI'S.  i think he is right; and its been networking and spreading globally for around 120 years. https://t.co/GuizkH2ufy,1
1638707060367060993,GoddessSabrina2,2023-03-23 00:59:43+00:00,1,Jews,HAPPENING NOW: Dozens of British Jews just ripped a red carpet outside the UK Foreign Office in advance of Israeli PM Benjamin Netanyahu’s arrival tomorrow. Our message to our government and communal leaders is clear: No red carpet for occupation and apartheid! https://t.co/jAnvmsi5U0,1
1621166667677011969,RobinTDubois,2023-02-02 15:20:28+00:00,1,Israel,"@WarmongerHodges So the question is, why does Labour support apartheid Israel.",1
1247281734389059591,arminm64,2020-04-06 21:55:13+00:00,1,Jews,"@VeronicaAshe The land was given to them ?conditionally?. As you know jews disobeyed god so many times. Quran 5:21 O my people, enter the Holy Land which Allah has assigned to you and do not turn back [from fighting in Allah 's cause] and [thus] become losers.""",1
1239547900012589056,zariths__,2020-03-16 13:43:43+00:00,1,Israel,"RT @qiss0rkid: go to israel pls , we don't need you",1
1536104953927897090,bano_sanjeeda,2022-06-12 21:55:35+00:00,1,Jews,RT @FreeLogic67: @laielkha @SanaSaeed Zionists greatest threat to humanity truth and Jews against Zionist settlers freeloading just to breed steal what doesn’t belong to them like land homes property farms agriculture causing hate and inciting retaliation to innocent Jews worldwide caught up in Zionist deception ?,1
1084312315019767815,hartman_eng,2019-01-13 04:52:56+00:00,1,Kikes,"I do not look down on niggers, kikes, wops or greasers.\nHere you are all equally worthless!\n?????????????????????????????????",1
1263567843108380673,Rminaa2,2020-05-21 20:30:24+00:00,1,Jews,Did you know that the Zionists are so racist that the Jews themselves hate them?\n#QudsDay \n#Palestine\n. https://t.co/Xl4X3MSgfT,1
1394481218926911492,ARWA98436761,2021-05-18 02:33:25+00:00,1,Israel,"@StefanieDekker @PhillyD I hope the world sees and understands the injustice that is happening in Palestine, they are really suffering and need help 🇵🇸💔 What Israel is doing is not humane. Killing children and women 💔💔🇵🇸🇵🇸",1
1152034933176590336,MartyMullen5,2019-07-19 01:58:26+00:00,1,ZioNazi,Trump and his White Supremacist Zionazi Christians and Jews are losing the Race War against Non-Whites. ??????,1
1176795696491585536,BCkoCSGO,2019-09-25 09:48:52+00:00,1,Kikes,"@TamaraSmith57 I don't see ""kikes"" ?",1
1516415072687599616,seeforyourself7,2022-04-19 13:55:01+00:00,1,Israel,"Because impunity kills, once again apartheid Israel has launched a campaign of escalating violence against Palestinians.\n\nSince April 2, Israel has murdered 19 Palestinians &amp; last night Israeli warplanes bombed the Palestinian population in Gaza.\n#MilitaryEmbargo\n#GazaUnderAttack https://t.co/zVzAObTCe2",1
1200272649164906497,plive_calmer,2019-11-29 04:37:54+00:00,1,Kikes,5?   #Syria The crisis currently plaguing kikes (citation needed) will be due to the socialist revolution . Fad ? ? ?? ?? ?? ?? ? ?? ?? ? ? ?? ??,1
1249766308809281536,One_Of_His,2020-04-13 18:28:02+00:00,1,Jews,"Revelation 3:9 KJV\n\nBehold, I will make them of the synagogue of Satan, which say they are Jews, and are not, but do lie; behold, I will make them to come and worship before thy feet, and to know that I have loved thee.\n\nThingsJesusSaid",1
1394911210827440129,Eyelismail1,2021-05-19 07:02:03+00:00,1,Jews,"@Sim11r @gavriela55 @HilzFuld If jews people can give the palestine land back, there will be no anti semitism and they jews can still be lived in the country of palestine . They should not be 2 state solution because its uncceptable because its palestinians land !",1
1601280241133318145,AbbasAl97033408,2022-12-09 18:18:54+00:00,1,Israel,@emilykschrader Ban Israel from #Palestine  #FreePalestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸💔💔💔😭😭😭😭😭😭😭😭😭😭😭 https://t.co/tEO1GS7LsX,1
1527677220491350019,Panbocchh,2022-05-20 15:46:46+00:00,1,Israel,"RT @andrewfeinstein: Having seen the murder of Shireen Abu Akleh &amp; Israel's refusal to investigate;having watched mass demolitions in Masafer Yatta, as a Jew,son of a Holocaust survivor who lost many family,as an antiracist who worked 4 Mandela,I cannot rest until Palestine is free &amp; apartheid  ended",1
1184981816467476481,MagnusApolo,2019-10-17 23:57:35+00:00,1,Kikes,@Laconic_donnish Kikes: https://t.co/jK4NPkqMAC,1
1161666465323290629,DanishSeerani,2019-08-14 15:50:42+00:00,1,Kikes,@Mubin_Bajwa Yes you are right and i am.?? i dont care About these fucking kikes.????,1
1273003969716117504,dee_clh,2020-06-16 21:26:12+00:00,1,Jews,RT @mehrettt: This is a perfect example of how Jews across NYC are allowed to do as they please.,1
1283473690181554176,19keys_,2020-07-15 18:49:08+00:00,1,Jews,Jews prove there�s no Zionist control by exercising Zionist control...\n\n#19keys,1
